sentiment,review
0, Do Not Buy This Software!: I tried this software as an alternative to ULead's DVD PictureShow. The good news: DVD Photoplay makes it easier to load pictures into a slide show project than ULead's software.The bad news: THE SOFTWARE DOESN'T WORK. I've tested the program on three computers: An IBM Laptop with a HP USB CD Writer
1, Spiderman Trilogy [Blu-ray]: This is an oustanding product
1, Awesome: This movie was awesome! The picture and sound quality were top notch as well as the bonus content. Definitely worth every cent.
1," I am so glad I found this!: At one time this cereal was available in my local stores. However it was discontinued. I searched the internet and finally found ""Quaker Oat Bran"" here. The cereal is great it is crunchy and holds the crunchiness even after you add the milk. I love the flavor and it helps to control my cholesterol too."
1, Excellent.....REALLY: Once I recovered from the eye strain at the tiny print
1, Its a cable: Its a cable
1, awesome book to explain death to children: The book is great. Just watch out for the shipping especially if you want to order more than 1. You cant do it without paying double the shipping... bad rip off.
1, I'm grateful for this book: We had two beloved cats die during my child's fifth year and I wanted a book that dealt with death frankly but gently. This book doesn't promise eternal life or give any religious message. In several different ways and using different living things as examples the book communicates that death is a natural part of life. My girl has even requested this book a couple times at bedtime
1, Effective book for discussing physical death with a child: As a public school librarian
1, Great band even better now: Ra has to be one of the most underrated band in rock music.When I heard their first cd I was blown away. These guys are amazing. The whole feel of this band is just is so different than anything I have heard in many years. This cd is really good and I would hope the world would sit up and take notice.These guys are talented musicians and in modern music that can be rare.The music is angery and powerful and then it is smooth and melodic.Tell Me
0, USA1: Is this the current state of scholarship at the Academy today?? No footnotes or primary sources listed for such conclusions?? Are we supposed to believe these pinheads just because they have PHD behind their name? The other side can list hundreds of primary sources in their works. I'm sure all the pc teachers and profs love this and it will probably be a staple at every modern college. Not worth a dime for a thinking person who really wants the truth.
1, Worst Night World book: This is the worst book in the Night World series. Gillian is LJ Smith's worst heroine[Mary Lynette is the best] Gillian is superficial
0, This book is messed up: In this book
1, Impressive: One of the few CDs of Asatru music that I actually enjoy. I could quibble with some things in the lyrics which are not quite in line with the lore
1, The Haiku Year exemplifies integrating creativity: This small gem of a book can be appreciated not only from a modern poetic viewpoint but also from a philosophical standpoint as a comment on integrating pure creativity into our everyday motions. Read this book and be prepared to question your own thoughts. Perceptions might change after an afternoon with this book...
0, Not What I'd Hoped For: I had expected
0," SHAME ON YOU MR. KEEL !!!: Let me just start by saying that the "" MOTHMAN PROPHECIES"" is not a novel"
0, And the point was...?: Although I prefer books with an actual plot
0, Mothman proficies ?: 257 pages covering Men in Black
0, Never Before.......: Have I quit reading a book.I made it to page 123 before I had to stop. I've waited years to read this
0, Are you joking?: I'm giving it one star because less isn't possible here.You people _do_ realize that this book and all others of its kind are complete and utter fiction
0," fine if you support terrorism: I find the terrorist links in her songs offensive.Taken from Fire Fire-""Growin up"
1, Good for afterwork cruising
0, What's the big deal?: The only thing interesting about this album is mia's accent. Seriously
